word,sentiment,n
trelayne's,positive,1
trelkovksy,positive,1
trelkovski's,positive,1
trellis,negative,1
trem,positive,1
trema,negative,1
tremain,positive,1
tremayne's,positive,1
tremblay,negative,1
tremblay,positive,1
tremblay's,negative,1
trembles,negative,1
trembles,positive,1
tremont,negative,1
tremulous,negative,1
tremulously,positive,1
tren,negative,1
trenchard,negative,1
trended,positive,1
trendier,positive,1
trending,positive,1
trendle,positive,1
trendle's,positive,1
trendsetter,positive,1
trenet,positive,1
trenholm's,positive,1
trente,negative,1
trentin,positive,1
trentini,positive,1
trepidous,negative,1
trequel,positive,1
treshold,positive,1
trespass,positive,1
trespassed,positive,1
trespasser,positive,1
tressa's,positive,1
tressed,positive,1
tresses,negative,1
tresses,positive,1
tresspassing,positive,1
trestle,positive,1
trevelyan,positive,1
trever,negative,1
trevethyn,negative,1
trevilian,positive,1
trevino,negative,1
treviranus,negative,1
trevissant,negative,1
trevor's,negative,1
trevyn,negative,1
trevyn,positive,1
trey's,negative,1
trf,positive,1
triad's,positive,1
triadic,positive,1
triage,positive,1
trial.is,positive,1
triana,negative,1
triangled,positive,1
triangles.one,negative,1
triangulation,negative,1
triathalon,positive,1
trib,negative,1
tribadism,positive,1
tribals,negative,1
tribbeca,positive,1
tribbiani,negative,1
tribbiani,positive,1
tribe.the,positive,1
tribesman,positive,1
tribilistic,negative,1
tribunal's,positive,1
tribune,positive,1
tributaries,negative,1
tributed,positive,1
tricep,negative,1
triceratops,negative,1
trick.the,negative,1
tricker,negative,1
trickiest,negative,1
trickiness,negative,1
trickle,negative,1
trickled,negative,1
trickles,negative,1
trickling,negative,1
trickster.words,positive,1
tricksters,negative,1
tricksters,positive,1
tricktris,positive,1
tricolli,negative,1
tricolore,negative,1
tricorder,positive,1
trident,positive,1
tried'n'true,positive,1
triers,negative,1
trife,negative,1
triffids,positive,1
trifled,positive,1
trifunovic,positive,1
trigger's,negative,1
trigun,positive,1
trike,positive,1
trilateralists,negative,1
trilby,positive,1
trilingual,positive,1
trill,positive,1
triller,negative,1
triller,positive,1
trillings,positive,1
trillion,positive,1
trillions,negative,1
trills,negative,1
trilogy.the,positive,1
triloki,positive,1
trimell,positive,1
trims,positive,1
trimspa,negative,1
trinary,positive,1
trinculo,negative,1
trine,positive,1
tringtignant,positive,1
tringtignat,positive,1
trinians,negative,1
trinidad,negative,1
trinidad,positive,1
trinitarian,positive,1
trinkets,negative,1
trinklets,positive,1
trinneer,positive,1
trintingnant,positive,1
trio's,negative,1
triomphe,negative,1
trios,negative,1
trip's,positive,1
trip.raul,positive,1
tripartite,positive,1
tripled,positive,1
triplicate,negative,1
tripling,positive,1
triplodactocryptosaurus,negative,1
triply,negative,1
tripoli,positive,1
tripple,positive,1
tripwires,positive,1
tris,positive,1
trish's,negative,1
trish's,positive,1
trisha's,positive,1
trishas,positive,1
trishu's,negative,1
triskel,negative,1
triskelion's,negative,1
trista,negative,1
tristana,negative,1
tristana,positive,1
tristran,positive,1
trite'n'turgid,positive,1
triteness,negative,1
tritignant's,positive,1
tritingnant,positive,1
trittor,negative,1
triumf,negative,1
triumph's,positive,1
triumph.a,positive,1
triumphalist,positive,1
triumps,negative,1
trivandrum,positive,1
trivia.there's,negative,1
trivialia,positive,1
trivialises,negative,1
triviality,positive,1
trivially,positive,1
triviata,positive,1
trixie's,negative,1
trixy,positive,1
trnka's,positive,1
tro's,negative,1
troama's,positive,1
troble,positive,1
troche's,positive,1
trod,negative,1
trogar,positive,1
troglodyte,negative,1
troglodyte,positive,1
troi,negative,1
troi's,positive,1
troisi,positive,1
trojen,positive,1
trolling,negative,1
trolling,positive,1
troma.com,negative,1
troma.this,negative,1
tromadude's,negative,1
tromatic,positive,1
tromatizes,positive,1
tromaville,positive,1
tromeon,positive,1
tromp,negative,1
trompe,positive,1
trompettos,negative,1
tron's,negative,1
trondstad,positive,1
trongard,negative,1
tronic,negative,1
troob's,positive,1
trooped,negative,1
trooping,negative,1
troops.in,positive,1
troopship's,positive,1
trop,positive,1
tropa,positive,1
trope,positive,1
trophy's,positive,1
tropic,negative,1
tropic,positive,1
tropically,negative,1
tros's,negative,1
troth,positive,1
trots,positive,1
trotters,positive,1
trotti,negative,1
trotti's,positive,1
troubador,negative,1
troubleshooter,negative,1
troubleshooting,negative,1
troublingly,positive,1
troughs,positive,1
trought,positive,1
troughton's,positive,1
trounces,positive,1
trousdale,positive,1
trouser,negative,1
trouts,negative,1
trovajoly,positive,1
trowels,negative,1
trower,negative,1
trower,positive,1
trower's,negative,1
trowing,negative,1
trows,negative,1
troyepolsky's,negative,1
troyer,positive,1
troyes,negative,1
troys,negative,1
trruck,positive,1
truancy,negative,1
truancy,positive,1
truant,positive,1
trubshawe,positive,1
truce,positive,1
truces,positive,1
truck.there,positive,1
trucker's,negative,1
trucking,negative,1
trucking,positive,1
truckloads,negative,1
truckstop,positive,1
truckstops,negative,1
trucolor,positive,1
truculent,negative,1
trude,negative,1
trudgery,negative,1
trudi's,positive,1
trudie,positive,1
trudy's,negative,1
true's,positive,1
true.supposedly,negative,1
truecastmovie,positive,1
truecolor,negative,1
trueheart,negative,1
trueheart,positive,1
trueness,negative,1
trues,negative,1
truex,negative,1
truffault,positive,1
truffles,negative,1
truglio,positive,1
truley,negative,1
truley,positive,1
trully,negative,1
trumbo's,negative,1
trumillio,positive,1
trumpery,negative,1
trumpeted,negative,1
trumpets,positive,1
trumph,positive,1
truncating,positive,1
truncation,negative,1
truncheon,negative,1
truncheon,positive,1
trundled,negative,1
trundling,positive,1
truska,positive,1
trussed,negative,1
trustee,negative,1
trustee,positive,1
trustees,positive,1
trustful,positive,1
trustfully,negative,1
trustman,negative,1
trustment,positive,1
trustworthiness,positive,1
truth's,negative,1
truth's,positive,1
truth.its,negative,1
truth.this,negative,1
truth.what,positive,1
trvolta,negative,1
trvor,positive,1
try.highly,positive,1
try.its,positive,1
try.well,positive,1
tryed,negative,1
tryfon,positive,1
tryings,negative,1
trymane,positive,1
très,negative,1
tréjan,positive,1
trés,negative,1
tsa's,positive,1
tsanders,positive,1
tsarists,negative,1
tsars,negative,1
tschaikowsky,positive,1
tseng,positive,1
tsgt,positive,1
tshirt,negative,1
tsing's,positive,1
tsk,positive,1
tsotg,negative,1
tsotsi,positive,1
tsst,positive,1
tsu,positive,1
tsubaki,positive,1
tsuburaya's,positive,1
tsui,negative,1
tsuiyuki,negative,1
tsukamoto's,positive,1
tsukino,positive,1
tsukurou,negative,1
tsunamis,negative,1
tsunehiko,positive,1
tsurube,positive,1
tsurumi,negative,1
tsutomu,negative,1
tsutomu,positive,1
tsuyako,negative,1
tsuyoshi,positive,1
tsypin,positive,1
tt,negative,1
tt0059080,negative,1
tt0060164,negative,1
tt0073891,negative,1
tt0077247,negative,1
tt0077713,negative,1
tt0080120,negative,1
tt0087072,negative,1
tt0098238,positive,1
tt0115940,negative,1
tt0117979,positive,1
tt0119590,negative,1
tt0120714,negative,1
tt0207805,positive,1
tt0250274,negative,1
tt0283181,negative,1
tt0338095,negative,1
tt0363163,negative,1
tt0408790,positive,1
tt0425350,negative,1
tt0449040,positive,1
tt0846789,positive,1
tt0962736,positive,1
tt1337580,positive,1
ttfn,negative,1
ttkk's,positive,1
ttm,positive,1
ttss,positive,1
ttv,positive,1
tua,positive,1
tually,positive,1
tuareg,positive,1
tuaregs,positive,1
tubal,positive,1
tubercular,negative,1
tuberculous,positive,1
tucaon,positive,1
tucker's,negative,1
tuckered,positive,1
tucking,positive,1
tuckman,positive,1
tucks,negative,1
tuckwiller,negative,1
tuco,positive,1
tudgemen,negative,1
tudjman,negative,1
tudjman,positive,1
tudman,negative,1
tudors,positive,1
tudsbury,negative,1
tudyk,positive,1
tuengerthal,positive,1
tuesday's,positive,1
tuff,negative,1
tuffy,negative,1
tuggee,positive,1
tugger,positive,1
tughlaq,positive,1
tuhansien,positive,1
tujunga,positive,1
tuke,negative,1
tukur,positive,1
tukur's,positive,1
tulane,positive,1
tuli,positive,1
tulipani,positive,1
tulips,negative,1
tullivers,negative,1
tully,negative,1
tully's,positive,1
tulsa,positive,1
tum,positive,1
tumba,negative,1
tumbled,negative,1
tumblers,negative,1
tumbleweeds,positive,1
tumbuan,negative,1
tummies,negative,1
tumour,negative,1
tumpangan,positive,1
tumpity,negative,1
tumult,negative,1
tun,negative,1
tuna,positive,1
tunage,positive,1
tunde,positive,1
tundra,positive,1
tuneless,positive,1
tunelessly,positive,1
tuner,positive,1
tuney,positive,1
tung's,negative,1
tungsten,negative,1
tungtvannet,positive,1
tunic,positive,1
tunics,positive,1
tunis,negative,1
tunnah,positive,1
tunnel.mr,negative,1
tunneler,negative,1
tunnelers,negative,1
tunnelful,negative,1
tunney,negative,1
tunnys,negative,1
tunrer,negative,1
tunrs,positive,1
tuo,negative,1
tuohy,positive,1
tuous,negative,1
tupamaros,negative,1
tupinambás,positive,1
tuppence,negative,1
tupu,positive,1
tura,negative,1
turakistan,positive,1
turan's,positive,1
turaqistan,negative,1
turaqistan's,positive,1
turaqui,positive,1
turaquistan,positive,1
turaquistan's,positive,1
turati,positive,1
turbid,negative,1
turbid,positive,1
turbidity,positive,1
turbine,negative,1
turblulant,positive,1
turbocharger,negative,1
turco,positive,1
turdish,negative,1
turgenev,negative,1
turi,positive,1
turin,negative,1
turing's,negative,1
turiqistan,negative,1
turiquistan,positive,1
turismo,negative,1
turistas,positive,1
turk's,negative,1
turkey.don't,negative,1
turkey.faith,positive,1
turkeydom,negative,1
turkeys.one,negative,1
turkic,negative,1
turley,negative,1
turley,positive,1
turnabout,negative,1
turnbill,positive,1
turnbuckles,positive,1
turnbull,negative,1
turncoat,negative,1
turncoats,negative,1
turncoats,positive,1
turndowned,positive,1
turneresque,positive,1
turners,positive,1
turninging,negative,1
turnings,negative,1
turnip,positive,1
turnout,positive,1
turnpoint,positive,1
turnstile,negative,1
turntableism,positive,1
turnup,negative,1
turpentine,negative,1
turpentine,positive,1
turpitude,positive,1
turquistan,positive,1
turrco,positive,1
turret's,positive,1
turrets,negative,1
turrin,negative,1
turteltaub,negative,1
turteltaub,positive,1
turtle's,negative,1
turtle's,positive,1
turtledom,negative,1
turtledove,positive,1
turtleneck,negative,1
turtlenecks,negative,1
turtlenecks,positive,1
turtorro,positive,1
tururro,negative,1
turveydrop,positive,1
turvy,negative,1
tuscosa,positive,1
tush,negative,1
tushar,positive,1
tushs,negative,1
tusk,negative,1
tusk,positive,1
tuska,negative,1
tuskegee,negative,1
tussling,positive,1
tutankhamon,positive,1
tuteao,negative,1
tutee,negative,1
tutorials,negative,1
tutorials,positive,1
tutoyer,positive,1
tutsi,negative,1
tutsi,positive,1
tutt's,positive,1
tutte,negative,1
tutu,negative,1
tutu's,positive,1
tutul,negative,1
tuturro,positive,1
tuvoc,positive,1
tuvoks,positive,1
tuxedoed,negative,1
tuxedoed,positive,1
tuxedoes,positive,1
tuyle,negative,1
tv.com,positive,1
tv.for,negative,1
tv.i,positive,1
tv.in,positive,1
tv.its,negative,1
tv.the,positive,1
tv.yet,positive,1
tv14,negative,1
tv8,negative,1
tvamomodrý,positive,1
tvcat,positive,1
tve,negative,1
tverdokhlebov,positive,1
tvg,negative,1
tvmovie,negative,1
tvms,positive,1
tvnz,negative,1
tvnz,positive,1
tvone,negative,1
tvpg,negative,1
tvpg,positive,1
tvs,positive,1
tvseries,negative,1
twadd,negative,1
twaddle,positive,1
twah,negative,1
twanging,negative,1
twangle,negative,1
twangs,negative,1
twangs,positive,1
twangy,negative,1
twas,positive,1
twasn't,positive,1
twat,positive,1
twats,negative,1
tweaker,negative,1
tweed's,negative,1
tweedy,negative,1
tweeness,negative,1
tweens,positive,1
tweeny,negative,1
tweet,positive,1
tweetie,positive,1
twelth,positive,1
twentish,positive,1
twenty's,negative,1
twentyfive,negative,1
twentyish,positive,1
twentynine,positive,1
twentysomethings,negative,1
twerp,positive,1
twi,positive,1
twice.the,positive,1
twiddle,negative,1
twig,positive,1
twiggy,negative,1
twiggy.the,positive,1
twigss,positive,1
twila,positive,1
twill,negative,1
twine,positive,1
twined,positive,1
twinge,positive,1
twinges,positive,1
twinkies,negative,1
twinkles,negative,1
twinkly,negative,1
twirly,negative,1
twist's,positive,1
twist.the,positive,1
twistedly,positive,1
twistedness,positive,1
twistedsister,positive,1
twister.but,negative,1
twitter,negative,1
twittering,negative,1
twittery,positive,1
twizzlers,negative,1
twizzlers,positive,1
two.for,negative,1
two.he,positive,1
two.it,negative,1
two.just,positive,1
two.over,positive,1
twoddle,negative,1
twoface,negative,1
twoface,positive,1
twofold,negative,1
twohy's,positive,1
twomarlowe,negative,1
twomey,negative,1
twoooooooo,positive,1
twop,positive,1
twopenny,negative,1
twoshoes,positive,1
twrong,negative,1
twus,negative,1
twyker's,positive,1
ty's,negative,1
tyaga,negative,1
tyagi,positive,1
tybalt,positive,1
tybor,negative,1
tychus,negative,1
tyco,negative,1
tycus,positive,1
tye,positive,1
tygres,negative,1
tylenol,positive,1
tylers,positive,1
tylo,positive,1
tylo's,negative,1
tylor,negative,1
tyminksi,positive,1
tympani,negative,1
tynesha,positive,1
tyng's,positive,1
tynge,positive,1
tynisia,negative,1
tyold,negative,1
typage,positive,1
typcial,positive,1
typecasted,positive,1
typeset,negative,1
typesetting,negative,1
typewriter's,negative,1
typhoid,positive,1
typhus,positive,1
typical.lacking,positive,1
typical.the,negative,1
typographical,negative,1
typography,positive,1
tyranasaurus,negative,1
tyrannic,negative,1
tyrannic,positive,1
tyranno's,positive,1
tyrannosaur,positive,1
tyrannous,negative,1
tyranosaurous,negative,1
tyransaurus,negative,1
tyree's,negative,1
tyrell,positive,1
tyres,negative,1
tyros,positive,1
tyrranical,positive,1
tyrrell,positive,1
tyson's,positive,1
tytus,positive,1
tywanna,positive,1
tywker's,positive,1
tyyyllerrr,positive,1
tz's,positive,1
tzar,negative,1
tzar,positive,1
tze,negative,1
tzigan,negative,1
tzipora,negative,1
tzu,positive,1
tzu's,negative,1
téa,positive,1
téchiné,positive,1
u'd,negative,1
u'r,negative,1
u'r,positive,1
u.c,negative,1
u.c,positive,1
u.s.a.f,positive,1
u.s.dvd,positive,1
u.s.embassy,negative,1
u.s.navy,positive,1
u.s.s.r,negative,1
u.seidl,positive,1
ua's,positive,1
uae,negative,1
uality,positive,1
uav,negative,1
uav's,negative,1
uaw,negative,1
ub,negative,1
ubaldo,positive,1
ubba,positive,1
ubbe,positive,1
ubber,negative,1
ubc,negative,1
ubc,positive,1
uberhunk,negative,1
uberman,negative,1
ubermensch,negative,1
ubermorlock,negative,1
ubernerds,positive,1
uberta,negative,1
ubertallented,negative,1
ubik,negative,1
ubiquetous,positive,1
ubiquitously,negative,1
ubiquity,positive,1
ubiqutous,positive,1
ubuweb,negative,1
ucci,positive,1
uccidere,positive,1
uchovsky,positive,1
ucker,positive,1
uckridge,positive,1
ucla's,positive,1
ucsb's,negative,1
ucsd,positive,1
udall,negative,1
udder,positive,1
uddin,negative,1
uden,negative,1
uder,positive,1
uderzo,negative,1
uderzo's,positive,1
udhar,positive,1
udit,positive,1
udolfo,positive,1
udolpho,positive,1
udon,positive,1
udy,negative,1
udy's,negative,1
ue,negative,1
uea,positive,1
uears,negative,1
uebermensch,negative,1
uecker,negative,1
uehara,positive,1
uel,negative,1
ueli,negative,1
uematsu,negative,1
uesa,positive,1
ueto's,negative,1
ufa,negative,1
ufa,positive,1
ufc,positive,1
ufern,positive,1
uff,positive,1
ufologist,negative,1
ufortunately,negative,1
ug,positive,1
ug's,negative,1
ugarte,negative,1
ugarte,positive,1
ugc,negative,1
ugg,negative,1
uggghh,negative,1
uggh,positive,1
ugghh,negative,1
ugghhhh,negative,1
uggo,negative,1
ughhh,negative,1
uglier,positive,1
uglified,negative,1
